,Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,geometry,long_lat,NEWNAME,deer_density,deer_row,deer_dist
475,Lowndes County,Georgia,13,185,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0500000US13185,13.0,185.0,Lowndes,County,496.066,"POLYGON ((-83.475617 31.031964, -83.295052 31.027278, -83.28047599999999 31.02658, -83.273731 31.026658, -83.197971 31.025405, -83.17946499999999 30.950128, -83.042924 30.947296, -83.019419 30.849453, -83.088082 30.848658, -83.136236 30.775229, -83.13661579365989 30.6243463590653, -83.15617 30.625504, -83.163309 30.625895, -83.17441099999999 30.626444, -83.18739099999999 30.627223, -83.2562184657962 30.6312794358774, -83.30924906700629 30.6344048630722, -83.30924964701819 30.6344048972559, -83.309455 30.634417, -83.31164699999999 30.634577, -83.3408517065097 30.6363364035491, -83.34101099999999 30.636346, -83.357703044293 30.637359270342, -83.482461 30.756931, -83.449293 30.817957, -83.35898899999999 30.83671, -83.458129 31.000859, -83.46041199999999 31.002812, -83.46130599999999 31.005709, -83.463689 31.005935, -83.464269 31.011093, -83.46678399999999 31.013886, -83.465898 31.018502, -83.467778 31.021635, -83.471324 31.02386, -83.47159599999999 31.026583, -83.468295 31.028481, -83.470776 31.028531, -83.472275 31.029742, -83.47326 31.028452, -83.473792 31.031276, -83.476889 31.030987, -83.475617 31.031964))","(-83.2670690525569, 30.832919265291803)",Lowndes County,1,344,0
476,Lumpkin County,Georgia,13,187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13187,13.0,187.0,Lumpkin,County,282.933,"POLYGON ((-83.84340499999999 34.505494, -83.980649 34.418389, -84.102037 34.464544, -84.19104 34.539181, -84.188557 34.602692, -84.158035 34.648243, -84.03650999999999 34.641934, -83.93900699999999 34.740859, -83.856506 34.722191, -83.87727599999999 34.629597, -83.84340499999999 34.505494))","(-84.00270482722753, 34.5705841130022)",Lumpkin County,1,833,0
477,McDuffie County,Georgia,13,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13189,13.0,189.0,McDuffie,County,257.461,"POLYGON ((-82.42532799999999 33.650629, -82.436814 33.549658, -82.294179 33.354635, -82.35029899999999 33.314801, -82.353498 33.312318, -82.357647 33.312717, -82.371972 33.310879, -82.38382899999999 33.312106, -82.549373 33.357748, -82.649705 33.608768, -82.479518 33.639535, -82.476969 33.644281, -82.46987999999999 33.638617, -82.458237 33.637471, -82.45169199999999 33.649591, -82.435952 33.652046, -82.430915 33.655076, -82.42532799999999 33.650629))","(-82.48023574307827, 33.474310549863674)",McDuffie County,1,82,0
478,McIntosh County,Georgia,13,191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0500000US13191,13.0,191.0,McIntosh,County,424.299,"POLYGON ((-81.663206 31.538667, -81.56600899999999 31.576467, -81.491798 31.699575, -81.43576 31.642055, -81.26186799999999 31.650142, -81.1943802746182 31.5681005790598, -81.20431499999999 31.568183, -81.214536 31.557601, -81.24069899999999 31.552313, -81.25421799999999 31.55594, -81.260076 31.54828, -81.26390499999999 31.532579, -81.263437 31.530932, -81.258809 31.52906, -81.21794799999999 31.527284, -81.21351899999999 31.528152, -81.199518 31.537596, -81.193016 31.535833, -81.18159199999999 31.527697, -81.17831 31.52241, -81.17725399999999 31.517074, -81.18964299999999 31.503588, -81.204883 31.473124, -81.246911 31.422784, -81.25861599999999 31.404425, -81.27879799999999 31.367214, -81.279338 31.351127, -81.282923 31.326491, -81.274513 31.326237, -81.26802699999999 31.324218, -81.25482 31.315452, -81.260958 31.30391, -81.2699059255329 31.2944889357972, -81.435874 31.313263, -81.62429 31.452982, -81.663206 31.538667))","(-81.40830015532839, 31.49272420820321)",McIntosh County,35,827,0
479,Macon County,Georgia,13,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13193,13.0,193.0,Macon,County,400.641,"POLYGON ((-84.181657 32.229703, -84.255912 32.296156, -84.25461299999999 32.372053, -84.12234699999999 32.505921, -84.00848999999999 32.521769, -83.846676 32.468514, -83.84837899999999 32.29097, -83.965121 32.248005, -84.02785299999999 32.171083, -84.181657 32.229703))","(-84.04422409590572, 32.35800677312668)",Macon County,10,867,0
480,Madison County,Georgia,13,195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0500000US13195,13.0,195.0,Madison,County,282.311,"POLYGON ((-83.25841299999999 33.999098, -83.360028 34.040572, -83.402428 34.197499, -83.400125 34.200525, -83.372429 34.205933, -83.35526899999999 34.22373, -83.29731699999999 34.264587, -83.17274499999999 34.238522, -83.11336 34.27353, -83.115646 34.262111, -83.07800399999999 34.223606, -83.102074 34.173794, -82.976294 34.043219, -83.049347 34.016071, -83.12387799999999 34.047558, -83.25841299999999 33.999098))","(-83.21330431786096, 34.1302778306209)",Madison County,10,861,0
481,Marion County,Georgia,13,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13197,13.0,197.0,Marion,County,366.003,"POLYGON ((-84.64931899999999 32.232953, -84.65891999999999 32.232852, -84.657325 32.49494, -84.63732299999999 32.534855, -84.44435299999999 32.562083, -84.39231599999999 32.414046, -84.43021499999999 32.166257, -84.431214 32.134058, -84.52711699999999 32.134556, -84.64931899999999 32.232953))","(-84.5282717014476, 32.354373411890656)",Marion County,10,281,0
482,Meriwether County,Georgia,13,199,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0500000US13199,13.0,199.0,Meriwether,County,501.223,"POLYGON ((-84.862359 33.191173, -84.85235999999999 33.22359, -84.502352 33.221055, -84.49288899999999 33.200006, -84.49678299999999 33.183866, -84.52701999999999 32.970548, -84.50688799999999 32.881788, -84.570669 32.845179, -84.70053799999999 32.84464, -84.861768 32.872495, -84.862359 33.191173))","(-84.68580901368999, 33.039841204542626)",Meriwether County,1,866,0
483,Miller County,Georgia,13,201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0500000US13201,13.0,201.0,Miller,County,282.421,"POLYGON ((-84.92242299999999 31.07259, -84.91743 31.25599, -84.641673 31.258967, -84.53710099999999 31.255932, -84.542653 31.079029, -84.73085499999999 31.06919, -84.92242299999999 31.07259))","(-84.73079700891684, 31.164991258302425)",Miller County,10,859,0
484,Mitchell County,Georgia,13,205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0500000US13205,13.0,205.0,Mitchell,County,512.085,"POLYGON ((-84.37661199999999 31.078883, -84.508078 31.0784, -84.48331 31.155536, -84.40434999999999 31.199143, -84.340552 31.305341, -84.20066 31.355525, -84.14112399999999 31.440179, -83.99779599999999 31.443753, -83.99942999999999 31.334966, -84.00362699999999 31.07729, -84.004502 31.077192, -84.11664399999999 31.077971, -84.37661199999999 31.078883))","(-84.19393753983951, 31.22427605548496)",Mitchell County,1,832,0
485,Monroe County,Georgia,13,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13207,13.0,207.0,Monroe,County,395.658,"POLYGON ((-83.822261 33.180238, -83.824585 33.17564, -83.822929 33.157856, -83.81405599999999 33.14846, -83.817268 33.14154, -83.81604799999999 33.131816, -83.74700399999999 33.063373, -83.710685 32.952792, -83.89192199999999 32.848351, -84.124275 32.849562, -84.12334 32.932184, -84.044113 32.947874, -84.04149799999999 33.202629, -83.822261 33.180238))","(-83.91995646151616, 33.01002804498665)",Monroe County,35,834,0
486,Montgomery County,Georgia,13,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13209,13.0,209.0,Montgomery,County,239.523,"POLYGON ((-82.40912999999999 32.353738, -82.483131 31.968961, -82.543655 31.958914, -82.598068 32.014429, -82.612876 32.161549, -82.655486 32.297561, -82.40912999999999 32.353738))","(-82.52867174771205, 32.1729804619152)",Montgomery County,10,860,0
487,Morgan County,Georgia,13,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13211,13.0,211.0,Morgan,County,347.349,"POLYGON ((-83.27993099999999 33.483438, -83.53373599999999 33.434472, -83.586817 33.465577, -83.68219599999999 33.52622, -83.67766899999999 33.571176, -83.681443 33.577913, -83.687085 33.582375, -83.68738599999999 33.588559, -83.68089599999999 33.596919, -83.505928 33.81776, -83.406189 33.698307, -83.26921299999999 33.533226, -83.27993099999999 33.483438))","(-83.48863047707165, 33.59034470339105)",Morgan County,35,834,0
488,Murray County,Georgia,13,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13213,13.0,213.0,Murray,County,344.466,"POLYGON ((-84.7758524571709 34.9877996152421, -84.731022 34.988088, -84.727434 34.98802, -84.621483 34.988329, -84.61863699999999 34.855398, -84.582306 34.825141, -84.65709799999999 34.728905, -84.654523 34.583187, -84.716498 34.6229, -84.863793 34.608597, -84.913456 34.634128, -84.933722 34.706799, -84.86494499999999 34.707356, -84.87849899999999 34.77961, -84.818715 34.87695, -84.8104769358134 34.9876071739714, -84.809184 34.987569, -84.808127 34.987592, -84.7758524571709 34.9877996152421))","(-84.74680295453267, 34.789567618249386)",Murray County,10,831,0
489,Muscogee County,Georgia,13,215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0500000US13215,13.0,215.0,Muscogee,County,216.385,"POLYGON ((-85.001052 32.510477, -85.001324 32.512973, -85.00710000000001 32.523868, -85.022509 32.542923, -85.044606 32.559499, -85.06958299999999 32.58393, -85.07993499999999 32.602889, -85.080288 32.603577, -85.0824541471207 32.60702177685739, -84.907703 32.607608, -84.907883 32.583433, -84.694603 32.583945, -84.69450999999999 32.518732, -84.769431 32.422319, -84.77456699999999 32.421839, -84.77835899999999 32.423054, -84.781559 32.422863, -84.782983 32.421711, -84.788471 32.418031, -84.79146299999999 32.414783, -84.798647 32.415968, -84.80517499999999 32.418912, -84.809432 32.420864, -84.81138399999999 32.418608, -84.814632 32.414448, -84.82399199999999 32.413967, -84.83435999999999 32.413216, -84.844216 32.413248, -84.848664 32.41464, -84.98727790671549 32.3816228151893, -84.97943099999999 32.412244, -84.983831 32.445643, -84.99823099999999 32.469842, -85.0007792205445 32.5065477574712, -85.0010297711333 32.510156805034, -85.001052 32.510477))","(-84.87621987158978, 32.50992369632791)",Muscogee County,10,281,0
490,Newton County,Georgia,13,217,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0500000US13217,13.0,217.0,Newton,County,272.161,"POLYGON ((-83.68219599999999 33.52622, -83.674644 33.487225, -83.824922 33.437263, -83.863058 33.368278, -83.923913 33.444194, -84.044493 33.525776, -84.02485399999999 33.547507, -84.02427899999999 33.548226, -83.972655 33.60548199999999, -83.914823 33.744203, -83.77735 33.658301, -83.68089599999999 33.596919, -83.68738599999999 33.588559, -83.687085 33.582375, -83.681443 33.577913, -83.67766899999999 33.571176, -83.68219599999999 33.52622))","(-83.85127556918161, 33.55702239767679)",Newton County,35,834,0
491,Oconee County,Georgia,13,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13219,13.0,219.0,Oconee,County,184.29,"POLYGON ((-83.505928 33.81776, -83.647031 33.906198, -83.537385 33.965912, -83.27593299999999 33.847977, -83.28034 33.761774, -83.406189 33.698307, -83.505928 33.81776))","(-83.4360498393375, 33.83997983740281)",Oconee County,35,834,0
492,Oglethorpe County,Georgia,13,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13221,13.0,221.0,Oglethorpe,County,439.012,"POLYGON ((-82.779506 33.971124, -82.87458699999999 33.921767, -82.987286 33.78071, -82.949046 33.733333, -82.98887999999999 33.706315, -82.99560199999999 33.693583, -83.118729 33.698818, -83.28034 33.761774, -83.27593299999999 33.847977, -83.24086 33.90443, -83.25841299999999 33.999098, -83.12387799999999 34.047558, -83.049347 34.016071, -82.976294 34.043219, -82.779506 33.971124))","(-83.07578505207567, 33.88065006677366)",Oglethorpe County,35,18,0
493,Paulding County,Georgia,13,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0500000US13223,13.0,223.0,Paulding,County,312.219,"POLYGON ((-85.05031 33.904488, -84.97868299999999 33.951393, -84.922742 34.082497, -84.737836 34.079399, -84.724435 33.881859, -84.72503499999999 33.819905, -84.72518099999999 33.816995, -84.723969 33.815306, -84.72413899999999 33.80617, -84.72412199999999 33.791439, -84.725477 33.788579, -84.741348 33.788568, -84.76993499999999 33.784704, -84.79199299999999 33.781162, -84.795109 33.779809, -84.799853 33.779909, -84.83270499999999 33.778522, -84.832708 33.776019, -84.87915099999999 33.774758, -84.90168799999999 33.780703, -84.918629 33.786328, -85.037926 33.811942, -85.03668399999999 33.90432699999999, -85.05031 33.904488))","(-84.86313898719436, 33.91998778286376)",Paulding County,35,829,0
494,Peach County,Georgia,13,225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0500000US13225,13.0,225.0,Peach,County,150.267,"POLYGON ((-83.846676 32.468514, -84.00848999999999 32.521769, -84.001069 32.520586, -84.00336299999999 32.529927, -83.76678699999999 32.692622, -83.70108999999999 32.691598, -83.719859 32.53176, -83.846676 32.468514))","(-83.82463950799075, 32.57316463520731)",Peach County,10,867,0
495,Pickens County,Georgia,13,227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0500000US13227,13.0,227.0,Pickens,County,232.057,"POLYGON ((-84.654366 34.548946, -84.345553 34.562735, -84.31967899999999 34.467857, -84.256867 34.467327, -84.25758599999999 34.380992, -84.58262999999999 34.381492, -84.653232 34.41259, -84.654366 34.548946))","(-84.46760460409591, 34.46518469779033)",Pickens County,10,864,0
496,Pierce County,Georgia,13,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13229,13.0,229.0,Pierce,County,316.494,"POLYGON ((-82.41724599999999 31.417119, -82.344843 31.43013, -82.226585 31.530699, -82.13279399999999 31.471262, -82.05275399999999 31.454567, -82.041129 31.373721, -82.00677499999999 31.277063, -82.100067 31.27671, -82.194824 31.20759, -82.284561 31.224449, -82.38370499999999 31.291143, -82.41724599999999 31.417119))","(-82.21364766683749, 31.359875649012885)",Pierce County,35,827,0
497,Pike County,Georgia,13,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0500000US13231,13.0,231.0,Pike,County,216.086,"POLYGON ((-84.24818499999999 33.189019, -84.27014 32.991011, -84.48970799999999 32.993729, -84.52701999999999 32.970548, -84.49678299999999 33.183866, -84.451336 33.208889, -84.24818499999999 33.189019))","(-84.38570501848588, 33.094362610884005)",Pike County,1,866,0
498,Polk County,Georgia,13,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13233,13.0,233.0,Polk,County,310.331,"POLYGON ((-84.922742 34.082497, -84.97868299999999 33.951393, -85.05031 33.904488, -85.386692911705 33.901697231185, -85.398837 33.964129, -85.42173062983569 34.080820543325, -85.25762399999999 34.100668, -85.046871 34.096412, -84.922742 34.082497))","(-85.18442233082601, 34.00394744713951)",Polk County,10,155,0
499,Pulaski County,Georgia,13,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13235,13.0,235.0,Pulaski,County,249.031,"POLYGON ((-83.49803899999999 32.401715, -83.34652799999999 32.272489, -83.291106 32.178825, -83.33731299999999 32.105885, -83.608547 32.118405, -83.615579 32.288556, -83.49803899999999 32.401715))","(-83.47003845884487, 32.226239087674244)",Pulaski County,10,867,0
500,Putnam County,Georgia,13,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13237,13.0,237.0,Putnam,County,344.639,"POLYGON ((-83.54587599999999 33.171944, -83.53781099999999 33.393803, -83.53373599999999 33.434472, -83.27993099999999 33.483438, -83.16420699999999 33.35503, -83.145774 33.312084, -83.253461 33.25929, -83.274108 33.187238, -83.42909 33.185352, -83.54587599999999 33.171944))","(-83.37253321857935, 33.324872916984155)",Putnam County,35,834,0
501,Quitman County,Georgia,13,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13239,13.0,239.0,Quitman,County,151.237,"POLYGON ((-85.06224595137789 31.991857, -84.907006 31.924465, -84.910338 31.776841, -84.95864 31.777854, -85.1386683721049 31.7804250147116, -85.14133099999999 31.783163, -85.141831 31.839861, -85.132931 31.88826, -85.10663 31.915159, -85.08212999999999 31.944658, -85.07232999999999 31.964758, -85.06224595137789 31.991857))","(-85.02093261938201, 31.865435826425927)",Quitman County,50,185,0
502,Rabun County,Georgia,13,241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0500000US13241,13.0,241.0,Rabun,County,369.993,"POLYGON ((-83.10853499999999 35.000771, -83.143261 34.924756, -83.24296199999999 34.877749, -83.267293 34.832748, -83.28315099999999 34.821328, -83.32406 34.788691, -83.339129 34.741266, -83.35242239346078 34.7161114677348, -83.54898799999999 34.749451, -83.58689699999999 34.819991, -83.65219399999999 34.822993, -83.656792 34.878492, -83.549381 34.992492, -83.483063840805 34.9937374230298, -83.10871374129289 35.00076764327419, -83.10853499999999 35.000771))","(-83.40730491015779, 34.882351276018156)",Rabun County,1,830,0
503,Randolph County,Georgia,13,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13243,13.0,243.0,Randolph,County,428.236,"POLYGON ((-84.95864 31.777854, -84.910338 31.776841, -84.907006 31.924465, -84.65581999999999 31.920308, -84.59977599999999 31.920171, -84.60308599999999 31.772001, -84.535527 31.681828, -84.546854 31.621199, -84.817843 31.619771, -84.942353 31.618669, -84.95864 31.777854))","(-84.75532313443733, 31.761059362953695)",Randolph County,50,191,0
504,Richmond County,Georgia,13,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13245,13.0,245.0,Richmond,County,324.326,"POLYGON ((-82.028238 33.544934, -82.0142928782915 33.5303126075834, -82.007638 33.523335, -82.007138 33.522835, -81.96703699999999 33.480636, -81.95793418075149 33.4686317772418, -81.912572 33.408811, -81.902737 33.331242, -81.852136 33.247544, -81.85197477945759 33.24740792725279, -82.088162 33.230245, -82.17424 33.296771, -82.26758 33.267397, -82.27853899999999 33.269174, -82.286507 33.274135, -82.29685499999999 33.277349, -82.311539 33.297146, -82.353498 33.312318, -82.35029899999999 33.314801, -82.294179 33.354635, -82.028238 33.544934))","(-82.07373591478664, 33.359009358844034)",Richmond County,1,82,0
505,Rockdale County,Georgia,13,247,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0500000US13247,13.0,247.0,Rockdale,County,129.793,"POLYGON ((-84.023713 33.752808, -83.984555 33.784332, -83.982033 33.786054, -83.954499 33.76892, -83.953332 33.768034, -83.914823 33.744203, -83.972655 33.60548199999999, -84.02427899999999 33.548226, -84.02485399999999 33.547507, -84.044493 33.525776, -84.13628899999999 33.57233, -84.17213 33.621919, -84.181584 33.629174, -84.18414299999999 33.646157, -84.10433399999999 33.636025, -84.056614 33.726608, -84.023713 33.752808))","(-84.0336162432998, 33.651683214484834)",Rockdale County,35,834,0
506,Schley County,Georgia,13,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13249,13.0,249.0,Schley,County,166.906,"POLYGON ((-84.25461299999999 32.372053, -84.255912 32.296156, -84.181657 32.229703, -84.18356899999999 32.158493, -84.43021499999999 32.166257, -84.39231599999999 32.414046, -84.25461299999999 32.372053))","(-84.31650483255875, 32.263943896394565)",Schley County,10,281,0
507,Screven County,Georgia,13,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13251,13.0,251.0,Screven,County,645.101,"POLYGON ((-81.4051337009265 32.7449641361155, -81.414761 32.63744, -81.418431 32.634704, -81.41866 32.629392, -81.411906 32.61841, -81.389338 32.595436, -81.3892575570092 32.595384936681, -81.53855799999999 32.509059, -81.548006 32.489286, -81.68964299999999 32.54629, -81.841005 32.649093, -81.867938 32.68115, -81.76755299999999 32.909411, -81.541831 33.045654, -81.51169 33.024506, -81.49663699999999 33.010224, -81.491495 32.998572, -81.494736 32.978998, -81.49983 32.963816, -81.423772 32.810514, -81.404949 32.747027, -81.4051337009265 32.7449641361155))","(-81.6117590322245, 32.7504172042267)",Screven County,50,100,0
508,Seminole County,Georgia,13,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US13253,13.0,253.0,Seminole,County,235.226,"POLYGON ((-85.0221211031193 31.0754800677306, -85.00192799999999 31.074983, -84.99986899999999 31.074736, -84.92242299999999 31.07259, -84.73085499999999 31.06919, -84.755917 30.88527, -84.86346533893219 30.7114865024785, -84.864693 30.711542, -84.89612199999999 30.750591, -84.941925 30.887988, -84.959626 30.910587, -84.983527 30.935486, -84.998628 30.971386, -85.00236799999999 31.000682, -84.99942799999999 31.013843, -85.0221211031193 31.0754800677306))","(-84.86556970183672, 30.940524135089053)",Seminole County,10,330,0
